Year,Name,Overview,Strengths,Weaknesses,Label
2013,Brad Sorenson,"An older prospects who served a Mormon mission after high school, Sorensen played one year of junior college before walking on at BYU, then transferring to SUU when it looked like his playing time in Provo would be limited. The 2011 Great West Offensive Player of the Year has the NFL size and arm to earn himself a late-round grade as a he fights for a spot on a team.","Looks like an NFL pocket passer, usually leading the wide-open passing offense from a shotgun look. Uses his above-average arm strength to throw darts to the typical hitch and out routes to move the team along, though he flashes an ability to change his arm angles and unload a bullet if pressure is coming. Patient waiting for the deep dig to open up, and can fit the ball into tight windows on the sideline as well as over the middle. Throttles down that cannon arm, showing some touch on fades or when trying to throw over the top of a defender to lead his man downfield. Bullish runner, even acting as a lead blocker near the goal line on occasion, and can move out of the pocket and deliver the ball when needed.","Not an exceptional athlete, won’t elude or run over NFL defenders. His decisions under pressure aren’t always what coaches like to see; trusts his arm too much, which leads to turnovers (his interceptions increased from six in 2010 to 11 in 2011). Hasn’t faced a lot of top-level competition in his career.",Backup
2013,Zac Dysert,"Dysert reminded scouts a bit of Roethlisberger by displaying toughness and more of a playmaker’s game than pure efficiency during his breakout 2011 season (3,513 passing yards, 65.8 percent completion rate, 23 touchdowns). He does not quite possess the two-time Super Bowl champ’s elite arm and bulk, but still has enough of both – along with the athleticism and deft passing touch to make NFL-caliber plays on the run – to become one of the top passers in the class. His career flew somewhat under the radar in the MAC conference, but has the size, arm, accuracy, athleticism, and production that NFL teams covet.","Looks like an NFL quarterback, and has more room to add muscle to his frame. Keeps a solid base, active feet, and has a reliable over-the-top delivery for his accurate passes to all levels of the field. Good athlete for his size, able to sidestep and run away from blitzers in the backfield while usually keeping his eyes downfield to see if a receiver breaks open. Picks up first downs, or simply gets something out of nothing, with his feet. Shows the strength, in terms of body and arm, to get passes off with defenders hanging off his body in the pocket. Will get out of bounds instead of taking a hit on the run. Has experience both under center and in shotgun, but played in more of a shotgun spread scheme during his senior year. Flashes anticipation on crossing routes to hit his man on the run. Throws accurately on the move to his left or right, and will stop to set his feet if there’s time on moving pockets. His arm is strong enough to fling the ball 40 yards downfield on the run, and also to throw in tight windows over the middle. Flashes great placement on fades and sideline throws, puts ball on his man’s shoulder where only he can catch it. Good strength to pull down the ball at the last minute as well as step through tackle attempts in the pocket. Communicates with receivers pre-snap if he sees something worth exploiting in the defense. Big body and quick feet are helpful on quarterback sneaks. Mechanically sound overall. Has held for placement kicks.","Pocket poise needs to improve; takes off from the pocket if his primary read is covered or he sees pressure, but is also inconsistent feeling backside rushers. Needs to prove he can find check-downs and secondary options from the pocket. Will stare down his target, allowing defenders to follow his eyes to the ball. Accuracy in the intermediate portion of the field can be streaky. Straight-line speed and elusiveness aren’t elite, quicker NFL defenders will track him down in the pocket and will make him pay for running too often. May have picked up bad habits playing for an undermanned team. Can be prone to over-improvisation and trusts his arm too much at times, throwing balls up for grabs or across his body into traffic over the middle.",Backup
2013,Sean Renfree,"Renfree is a tall, well-built quarterback. He's made too many poor decisions resulting in interceptions over his career, but he has the arm strength to make all the throws. When this is combined with his experience in an NFL-like offense, it's possible that a team will take a liking to him as a backup quarterback.","Tall, with a well built frame. Possesses decent athletic ability for his size. Strong arm, can make all the throws. Shows velocity on out patterns and deep routes. Solid footwork and a smooth release. Does a good job of throwing receivers open. Willing to take chances.","Has never put up great numbers. Will make poor decisions that lead to interceptions. There are times when he won't work through his progressions properly, and will simply lock on to his intended target. Injury history.",Backup
2012,Andrew Luck,"Sans the late-rise of Heisman trophy winning QB Robert Griffin III, Luck likely would have been considered one of the most sure-thing prospects in the past decade. He is a prototypical pro-style quarterback who can make all the line calls, formation shifts, pass drops, and throws necessary to be successful at the next level. He will likely be the top pick overall and start immediately, and he possesses the intangibles to be a franchise stalwart for years to come.","Luck's intangibles are what set him apart from any other talented quarterback. As an athlete, he has all the traits of a franchise quarterback. He is tough, durable and willing to step into a throw with oncoming rushers breathing down his back. He has a deliberate set-up with no wasted motions and has really developed and showcased the ability to play from many different looks while at Stanford. He developed under the tutelage of both Jim Harbaugh and David Shaw, two coaches who know how to develop quarterbacks. Luck has the size to take a hit, and the athletic ability to get outside and make plays happen with his feet. Once on the move, he makes his second and third reads with ease. He has a very compact and quick release, and he is able to fire it out to the flats with ease off one-step drops in the short passing game. The most intriguing aspect of Luck's career was the amount of mistakes he made, a number which only continued to decrease throughout his career. He rarely forces a ball into tight coverage. He won't make any mistakes off the field, and rarely makes them on it. He is a strong, natural, competitive, athletic quarterback.","One would be hard-pressed to find negatives to Luck's game. There are no glaring weaknesses in his play, and while some could argue he isn't the athlete that RG3 is, that is simply not his game. He displays the athleticism necessary to excel as a pocket passer. There are times when Luck second-guessed passes and simply didn't see a breaking corner coming from another zone, such as the play that almost got Stanford beat towards the end of a high-energy USC game, but for the most part Luck works to identify and improve on his weaknesses.",Franchise QB
2012,Robert Griffin III,"Many would argue that RG3 is not only the most physically gifted quarterback in the 2012 draft, but that he is the most talented player overall. His intangibles are making so many general managers swoon. Griffin, because of his athletic ability and Joe Montana-like ability to extend plays and remain focused on moving the ball downfield, not to mention his hurdling ability, stands to potentially be the better prospect when matching up physical traits with Luck. Nonetheless, RG3 likely will be a top-five pick and is so talented that teams with large investments in young quarterbacks, such as Sam Bradford in St. Louis, will have a tough time passing up on the opportunity to draft a potential game-changer.","RG3 is a talented quarterback who was built for the position. Although he is slightly undersized, his athletic ability lends well to him being able to be an NFL-type quarterback who can make plays with his feet, extend plays, make the deep throw, and lead a team down the field. He has some of the same natural talents that Cam Newton had in the 2011 draft, sans the size. Griffin overcomes a slight size deficiency by simply being so athletic that defenders rarely get a shot on him. As a hurdler (out of high school) it is apparent that RG3 is extremely explosive. He drops back with absolute ease. He is able to feel comfortable enough in the pocket to step into a throw in traffic, or reset outside the pocket. At this point, unlike Luck, he can also move the ball downfield with his feet. While many would argue that RG3 might be an athlete playing quarterback, his senior year reaffirmed that he is simply an athletic quarterback, a guy who can make all the smart throws first, and create later if necessary.","RG3 has a slight size deficiency and could have some durability issues if he is hit enough times. He anticipates plays so well and is able to react to a point where he should be able to avoid big hits, even at the pro-level. His junior year was a test to see how well he could recover from a torn ACL in his sophomore year, and he came back just as strong. Some might worry that he will look to run first at the next level, but this could easily be curbed through coaching and a good support system on the offense. He truly had one strong season in college, but playing in a talented Big 12 conference and winning the Heisman likely puts a rest to those concerns, as well.",High End Starter
2012,Ryan Tannehill,"Tannehill is a dynamic athlete at quarterback, so much so that he was a major contributor at receiver for his first two-plus years with the Aggies before becoming their starting signal-caller. In his early starts at quarterback, this NFL-sized prospect was more of a gunslinger, but he has now morphed into an effective and efficient passer in the pocket. Tannehill is a also fierce competitor with the overall tools to be a first- or second-round selection and eventual starter in the NFL.","When dropping, Tannehill is calm and makes it obvious that he is a natural athlete at the position. He has a good feel for pressure and has turned his scrambling ability around to where it is a heavy asset in the passing game, as he has developed a great feel for extending the play. He is mechanically sound and can anticipate where the receiver will be, and displays fairly consistent accuracy throughout all routes. He is a consummate running threat.","Tannehill has only displayed for one year that he has the arm and decision making at quarterback to start in the NFL. He did a lot to dispel concerns in his senior year, but he will need to continue to develop and likely won't be a starting option as a rookie.",High End Starter
2012,Brandon Weeden,"Weeden joined the Cowboys after a stint playing professional baseball in the minor leagues, and Oklahoma State fans have been pleased that he elected to play college football. Weeden has been the signal caller for one of the country's most efficient offenses. He is a poised, effective thrower who has great pocket presence and makes quick decisions with the ball that keep the chains moving. He rarely throws interceptions despite the high number of attempts in his scheme, and he could go as high as the second round.","Weeden has an NFL-quality frame that allows him to look over the offensive line and deliver his throws without a hitch. His quick release is his strongest asset, as he consistently gets the ball out with a compact throwing motion and strong delivery. The ball zips off his arm and he has the ability to fit it in any tight space with great velocity. He is ""all of the above"" in terms of being a mature, poised leader. He is an accurate passer both short and long, and he has that gunslinger mentality to go for the deep ball and give his receivers a chance. He understands route progressions and throwing the ball to where his guy can make a play.","Despite his baseball background, Weeden is only an average athlete and is very limited when scrambling. He has a tough time getting outside the pocket, and his accuracy and touch decrease immensely when he scrambles. He seems to grasp route concepts and looks for his second option, but he will hold the ball for extended periods of times and could be a product of his quick-read offensive scheme.",Backup
2012,Brock Osweiler,"Osweiler is an intriguing early-entry prospect out of Arizona State. He started for Dennis Erickson's Sun Devils for just two years before opting to leave a year of eligibility on the table with the mass exodus of both the ASU coaching staff and a solid group of senior starters. A good athlete for the position, Osweiler was originally signed on to play basketball at Gonzaga before opting to play football at ASU. He has the arm strength to be a first-day pick but hasn't shown the consistency that is characteristic of guys who deserve first-round money.","Osweiler has a very deliberate, quick-twitched setup which he employs on a consistent basis. His athletic ability allows him to play the position naturally and with ease. He slings the ball naturally, as well, and even though he pats the ball before throwing, his release is so compact and effective he isn't hindered by this habit in the slightest. His shining asset is his arm strength; he can hit nearly any NFL-caliber throw at this point in his career. He is a good leader and looks in control in the huddle and on the field. He is above average from an accuracy standpoint, and he really has a good grasp on when to add touch to the ball or to zip it. He has the pocket presence of a first-day pick and doesn't go down easily. He is good to extend plays with his feet.","Osweiler had on-the-field judgment issues throughout his career at ASU and isn't reliable to protect the ball from turnovers. It seems as if he starts to get rolling in a game, and the more confidence he builds, the more of a gun-slinger mentality he adopts. This severely hinders his play. When under control, early in the game, he is athletic, accurate, and a good game manager. He will need to learn to hone in some of the competitive traits that have helped lead him to success up to this point. He is likely a developmental prospect who could struggle if forced to play early on.",Low End Starter
2012,Russell Wilson,"Wilson is this year's big-time question mark at quarterback. Unlike those who have held this title in the past, Wilson is a stellar passer who shows arm strength and accuracy when he is able to deliver the ball without a hitch. A transfer from North Carolina St. over the summer, he has outstanding football intelligence as he picked up the Wisconsin offense in a short time and was the opening-day starter. However, at his height teams will have concerns whether or not he can see to make the throws at the next level. He is a mechanical mover who has strong technique and leadership qualities. If Wilson were three inches taller there would be debate at the top of the draft as to where he fits in, but look for teams to take a flier on him in late rounds to see if he can develop and outplay his size.","Wilson is an accurate passer. He is a very mechanical quarterback who is consistent in his drop step and thoroughly understands how to move within the pocket and evade when the pocket collapses. He is an athlete and can torque his body to make any sort of throw on the run, and is accurate in this setting. He is a born signal caller who shows command of the offense. He has the arm strength to make the deep throws and the touch to put it on a receiver in stride. He is effective when scrambling and is a classic play extender.",Wilson's height will be his biggest inhibitor at the next level and the largest reason for his late-round value. It remains to be seen if he can throw effectively from the pocket at the next level.,Franchise QB
2012,Nick Foles,"Foles has been a productive signal caller for Arizona over three years as a starter and has the arm strength and size that garners first-day consideration for teams looking to fill a void at quarterback. He is a mechanically sound passer who has a solid release. In a different year, it's possible that Foles could be vying for the top quarterback spot; he is hit with hard luck by being in the middle of a quarterback-laden class. He is a big-time leader who rarely gets rattled. Foles' athletic ability will be a concern to some, and while he is projected as more of a ""game manager"" type, his skill set comes together nicely so he should be at least a serviceable starter at the next level. If teams can fall in love with his arm strength, he could be selected as early as the second round to develop and become an eventual starter.","Foles has a strong arm that gets him through various other hitches in his game. There are times when Foles throws the deep, cross-field out-route while on his back foot (and facing pressure) accurately and with ease. While not the most athletic quarterback, he is aware in the pocket to avoid pressure and has a good sense of how and when to extend a play to his advantage. As a deep passer he has strength but can struggle with accuracy at times. His accuracy is evident in his short to intermediate throws, where he can put it right on a receiver or lead him fluidly in stride. He would be more valuable in a West Coast scheme where could make quick decisions and not be forced to unleash deep throws on a consistent basis. He is an excellent game manager for moving the ball in bunches up the field. He is extremely poised in the pocket and rarely lets a heavy pass rush rattle his throws.","Mobility has been the Achilles heel for Foles and will likely continue to be exposed even more at the next level. He is solely a pocket passer and hardly ever moves the chains with his feet. He has the ability to extend, but he is not going to out-run any defenders at the next level. This can sometimes effect his set-up, as it can be uncoordinated at times, although rarely affects his actual pass. There are times when the ball can get away from him when throwing deep, and he has struggled with accuracy there. His release is sufficient but not fast by any means. His judgment with the ball is somewhat questioned, as he can be slow to get rid of the ball and scramble into trouble.",Low End Starter
2012,Kirk Cousins,"Cousins was a three-year starter, as well as a rare three-year captain, at Michigan State. He is a self-made guy, a tireless worker who has deficiencies that could hurt his pro potential. He is not a very strong deep thrower; while his velocity is adequate, his accuracy when throwing deep is questionable. Ultimately, Cousins is a guy who could get drafted based on his experience and intangibles, and will need to put on size and fine-tune certain throwing deficiencies to catch on at the next level. Based on the production and leadership at Michigan State, Cousins has late-round value to a team looking for someone to compete for a backup role.","Cousins has all the intangibles necessary for an NFL quarterback and has been a productive three-year starter. The fact that he was a three-year captain will be highly regarded by NFL general managers. He is an accurate and safe thrower who knows how to pick his spots. He is a good athlete who can make plays on the run, but is not going to run past many NFL defenders. A safe pick as a backup option.","Cousins is widely considered to be a game manager type at the next level. He makes good decisions with the ball but has not shown he can make the flash plays to move the offense and win games for his team at the next level. He will need talent around him to succeed, which limits his value.",High End Starter
2012,Ryan Lindley,"Lindley is an athletic signal caller from San Diego State who has first-round talent when assessing simply his arm strength. The strongest senior thrower in this year's draft, Lindley can make cross-field deep out throws with ease. He is athletic in his pass set and does a good job surveying the field for his second and third reads. His problems have surrounded his judgment at times in games, where can rely too heavily on his ""gun slinger"" mentality and get into trouble with interceptions and poorly placed balls. On his size and arm strength alone, Lindley should be selected in the late third round to a team looking to use him as a developmental project behind a currently stable quarterback situation.","Lindley has a very lively arm and can drive the ball from anywhere on the field off his back foot. When he is having a good game, Lindley can thread the needle and put the ball on a receiver in stride 65 yards down the field. He is athletic in his pass set and is good to extend plays and fend off would-be rushers. Lindley is a developmental talent who has value to teams who are willing to be patient with him. He could develop into a starter based off his size and arm strength.","Lindley has been inaccurate at times and will take some time to develop at the next level. He will throw an NFL pass one play, and then come back to make a bad decision and put his team in trouble. He is athletic but can be a slow mover and take sacks from holding on to the ball too long. Most of his issues stem from his inconsistency throwing the ball in intermediate and deep routes.",Backup
2012,BJ Coleman,"Coleman started for three years at Tennessee-Chattanooga (though he missed four games in 2011 due to a sprained right shoulder) after transferring from Tennessee, where he lost the starting job during spring practices his sophomore year. He is a good-sized, accurate passer who has shown starting qualities at the next level. He has fourth-round value based on his skill set and production.",Coleman has a quick set-up and plays with a good sense of urgency. He is athletic when scrambling and can place it on receivers both in the short and long passing situations. He is a leader and makes good decisions. Coleman can really drive the ball into his receivers and shows NFL-level zip on his throws.,Coleman has struggled with his route progression and being able to locate second receivers. He is aware in the pocket but can get rattled by pressure at times and will hold onto the ball and take sacks rather than distribute to viable outlets.,Backup
2012,Chandler Harnish,"Harnish could be compared in many ways to this years NFL sensation, Tim Tebow. While not quite the bruising runner that Tebow is, Harnish has a similar frame and style of play. He relies more heavily on his speed than power when running, but has been a true dual-threat at the position, posting gaudy total offense numbers each year. He has the type of running style that could be effective at the next level, but don't look for him to switch to H-back anytime soon. Has just enough arm talent to make it happen with his feet when the play breaks down. He has yet to prove himself as an accurate passer, and this could hurt his stock, but look for teams to select Harnish in the late rounds as a developmental project or change-of-pace quarterback/running threat.",Harnish is a powerful and effective scrambler and a better thrower on the run than he is in the pocket. He is a gamer; understands how to run an offense and when to pick his spots to take off running. Harnish is a fast and explosive athlete who uses good judgment as a passer. Has had the type of productivity that is noticeable despite playing in a small conference.,"Harnish has the arm strength, frame, and mentality to be a starting quarterback at the next level, but his accuracy is so off at times that it brings his value all the way down to late rounds. He will struggle early on adjusting to the speed and timing of NFL offenses.",Backup
2011,Cam Newton,"Newton is one of the most athletically gifted quarterbacks in draft history. Possesses a quick, clean release, enough arm strength to complete the deep out, prototypical size, and is a dangerous threat outside of the pocket. However, he has a ways to go before turning into a productive, reliable NFL starter. Was not asked to make pro-style reads or move through progressions in college. Footwork is sloppy and accuracy is inconsistent. He's competitive and vocal on the field, but has had several off-the-field issues and his character is in question. Despite the risk, Newton's talent will likely prevent him from lasting past the middle of the first round.","Newton has a rare blend of height, strength and speed. Fierce competitor and emotional leader. Flashes the ability to zip the ball into tight spots. Has a quick, over-the-top delivery. Puts a ton of revolutions on the ball and can make all the throws. Frequently evades the rush for second-chance opportunities. Threat to pick up large chunks when he tucks.","Not proficient at going through his progressions or making NFL reads. Doesn't anticipate receivers getting open, must see them in a window. Inconsistent accuracy due to poor footwork and falling away to avoid a big hit. Despite athleticism, needs to improve his drop mechanics and the finer points of pocket mobility. Numerous off the field issues worth investigating.",Franchise QB
2011,Jake Locker,"Locker decided to return for his senior season and his erratic performance has certainly hurt his draft stock. An extremely gifted athlete, Locker's production does not match his talent. He possesses a cannon for an arm, but he is not an efficient passer. At this point, his greatest asset is his athleticism and it is unclear if he will ever be a starting quarterback at the next level. Also, Locker has a history of injuries due to his aggressive style of play. Overall, Locker has all the physical tools and a team will likely take a chance on him in the first round despite his inconsistent production.",Locker is tall enough with a sturdy muscular build and excellent athleticism for the position. Has a rocket arm to make all the throws and fits the ball into tight windows. Shows the ability to scan the field and check down with very good touch. Extremely mobile and can make plays with his feet. Fierce competitor and leader.,Does not show the ability to consistently make his progressions and find the open man. Misses on too many throws and his accuracy can be erratic at times. Abandons the pass early and relies too much on his feet. Plays a bit recklessly and has missed a lot of games due to injury.,Backup
2011,Blaine Gabbert,"Gabbert has it all physically, but has a long way to go before he's ready to lead an NFL offense. He played in a spread offense and will have to learn to take snaps under center and make progressions in the pocket. However, he is a smart football player that seems to understand coverages and he has the arm strength to fit the ball into tight windows. He is also very mobile and elusive in the pocket and shows the ability to make plays with his feet. Overall, Gabbert's tools will be too alluring for a team without a quarterback, and he will likely be a top-10 pick, maybe even the first QB off the board.",Gabbert has prototypical size and excellent speed for the position. Shows the ability to make the right pre-snap reads. Possesses a quick release and has the arm strength to make all the throws. Well-balanced passer that rarely misses on short-to-intermediate throws. Extremely mobile to extend plays and fast enough to move the chains. Vocal leader and hard worker.,Trusts his arm too much and puts the ball in harm's way too often. Does not show good touch on passes over the middle and needs to learn to take a little velocity off certain throws. Struggles to throw an accurate deep ball. Late feeling pressure at times which neutralizes his very good mobility. Will need to learn a pro style offense.,Backup
2011,Christian Ponder,"Ponder's a fit for a West Coast team that would allow him to use his good footwork and proficiency in the short passing game. Could become a starter if given time and decision making improves. Uses his feet to buy extra time, leave the pocket to throw, or take off and running for first downs. Exhibits the physical and mental toughness you like to see. Has enough arm strength but doesn't put elite zip on the ball and will try to fit it into too many tight spots downfield. Ponder has slowly climbed up boards, and he is almost certain to go in the second round.",Ponder's very tight and sound in his drop. Accelerates quickly when escaping the pocket. Will make plays in the open field after tucking. Can buy time with his feet and keep his eyes downfield. Does a good job in the short passing game getting the ball out quickly with accuracy. Exhibits great leadership qualities and toughness.,Must improve his overall decision making and awareness. Will lock onto his first option and struggle to move through his progressions. Can appear lost when making incorrect pre-snap read. Takes too many chances and puts the ball in harms way too often. Doesn't possess good deep ball accuracy. Has an injury history.,Low End Starter
2011,Andy Dalton,"Dalton is four-year starter and proven winner, but he will have a difficult transition to the NFL. He is undersized and will not be able to take off and run at the next level. He is generally an accurate passer, however he will make some poor throws when his mechanics break down. Also, he plays in a very user friendly scheme where he throws to a lot of wide open receivers and it is unclear if he can fit the ball into tight windows. Dalton will need some time to learn a more complicated offense and he looks to be a mid-round pick.","Dalton is a well prepared player that scans the whole field and makes solid decisions. Has a quick release, a strong arm and is an accurate passer, especially on the run. Has great mobility in the pocket and shows very good instincts as a runner. Extremely productive collegiate career.",On the shorter side and has a three-quarter delivery which will likely result in a lot of batted passes. Deeper throws will float at times when he does not set his feet. Played in a spread offense and will have to learn a pro style system. Does not always feel pressure in the pocket which nullifies his good mobility.,High End Starter
2011,Colin Kaepernick,"Kaepernick has enough physical tools to be viewed as a developmental backup quarterback prospect. Experienced, competitive, productive and durable but very raw in terms of making NFL reads and throws. Will need to become accustomed to making pro-style progressions and must improve overall accuracy. Arm strength is good but needs to tighten up his delivery and work on getting the ball out on time with more consistency. Can make a lot of plays with his feet but will be too confident at times and take unnecessary sacks. Kaepernick will likely attract a team with his measurables and outstanding intangibles. His stock has risen considerably with solid workouts, so expect him to be taken some time in the second to third round.","Kaepernick is an excellent blend of height, build and speed for a quarterback. Possesses toughness and leadership qualities. Flashes good accuracy on intermediate routes. Shows enough arm strength to make most NFL throws. Won't have many passes batted down. Can escape the pocket and pickup first downs with his legs.","Plays out of the pistol, lacks experience under center. Has not been asked to make NFL progressions and reads. Not quick to check down or hit hot read against the blitz. Misses too many short passes. Doesn't have consistent touch on the deep ball. Release is somewhat elongated and can dip down to sidearm at times.",Low End Starter
2011,Ryan Mallett,"Mallett has the arm strength and size of a franchise NFL quarterback but still needs to continue to develop his accuracy and decision-making consistency. Can drive the ball down field and hit the deep out. When drop mechanics are sound, shows the ability to stick the ball into tiny windows. Has played in pro-style systems and understands reads and progressions but is still prone to taking some risks. Release is natural and over-the-top. Exhibits leadership qualities on the field but front offices will want to further investigate his character and ability to take coaching. Mallett's a really enticing package and will likely come off the board in round one.","Mallett possesses prototypical size. Has elite arm strength and can make all the throws. Displays smooth mechanics. Fluid, over-the-top delivery. Will fit the ball into tight spots and shows good overall accuracy. Has experience in the pro-style passing game. Good pocket mobility, can buy second chances and keeps his head down field. Fierce competitor and can command the huddle.",Flashes the ability to run through progressions but has lapses in judgment and can force throws when pressured. Accuracy is solid but needs to become more consistent. Ball will sail when footwork gets sloppy. Does not have the athleticism to pick up much yardage with his feet at the next level. Potential maturity/character issues.,Backup
2011,Ricky Stanzi,"Stanzi possesses the mental makeup and on-field moxy of a starting NFL quarterback but still has quite a bit of development left before he's ready. Can be a playmaker when using his feet to buy extra time, scrambling to throw, and allowing receivers more time to break free. Is accurate on shorter passes but must improve consistency on intermediate and deep routes. Flashes the ability to go through his progressions but ultimately still locks onto primary targets and forces too many throws. If Stanzi can improve his accuracy, awareness and footwork, could be a good one.","Stanzi displays great leadership qualities, toughness and intangibles. Can escape the pocket, improvise and make plays. Has the mobility necessary to evade the outside rush, climb the pocket, and buy more time. Has enough athleticism to pick up first downs with his legs. Displays good accuracy in the short passing game. Has enough arm strength.",Decision-making must improve. Takes too many chances and puts the ball in harms way too often. Unsound footwork leads to inaccuracy on intermediate and deep throws. Needs to do a better job of leading receivers. Doesn't have a quick release and can hold the ball a tick too long.,Backup
2011,TJ Yates,"Yates likely does not possess enough physical tools (arm, feet) to be considered a future starter but has a ton of experience in a pro-style offense and could find a home as a backup. At times, appears to be a confident decision-maker in the pocket, capable of efficiently managing his team but occasionally forces throws and is not comfortable dealing with pressure. Shows good accuracy and touch in the short passing game but is not as effective when asked to drive the ball downfield. Tough player who has dealt with adversity and become a better player. Day 3 prospect.","Yates has ideal height, a good build and adequate mobility. Displays a clean, over-the-top delivery and throws a catchable ball. Knows when to take something off. Shows the ability to make sound pre-snap reads and move through his progressions. Has extensive starting experience and has steadily improved over time.",Lacks the necessary arm strength to connect on the 15-yard out or fit the ball into tight spots down the field at the next level. Accuracy on intermediate-to-deep throws is below average. Will put the ball in harm's way instead of settling for outlet at times. Pocket mobility is not adequate.,Backup
2011,Nathan Enderle,"Enderle has the work ethic, game experience and desire to understand the finer points of playing quarterback that it takes to stick as a backup in the league. Assumed some NFL-like duties in college such as changing plays at the line. Can make some plays getting the ball out of his hand on three-step drops or climbing vertically in the pocket to allow receivers more time to get open. Throwing accuracy and arm strength are only adequate but could improve with more sound release mechanics and quickness. Enderle's a Day 3, developmental quarterback prospect.",Enderle has a lot of starts under his belt. Has a good work-ethic and is a student of the position. Appears to have the mental makeup needed to play on Sundays. Shouldered pre-snap adjustment responsibilities. Shows solid accuracy on some intermediate to deep throws. Good footwork on quick 3-step drops. Can evade the first rusher.,Release quickness and mechanics need work. Takes too long to deliver the football and drops his release point down too low. Throws interceptions when trying to fit the ball into tight windows downfield. Will take too many sacks attempting to scan the field. Can be confused by complex zone coverage schemes.,Backup
2011,Tyrod Taylor,"Taylor is a hard working kid that has improved every year, but it is unclear if he can play quarterback at the next level. He has a quick release and a strong arm, but he is somewhat erratic as a passer. He also does not show the consistent sound decision making to be an efficient quarterback. His greatest asset is his athleticism and he should be able to contribute immediately as a running back, receiver or return man. A terrific senior season, where he completed nearly 60% of his passes, has helped his draft stock and he could sneak into the third round.",Taylor is an excellent athlete with a thick muscular build. Has excellent mobility and continually evades the rush while keeping his eyes downfield. Has above average arm strength and flashes the ability to fit the ball into tight windows on short to intermediate routes. Team leader and fierce competitor.,Does not possess adequate height and too many of his passes are knocked down at the line. Sloppy footwork prevents him from stepping into throws making him an erratic passer. Locks onto receivers and often telegraphs his throws. Struggles breaking down coverage and makes too many ill-advised throws.,Low End Starter
2011,Greg McElroy,"McElroy could quickly emerge as a quality backup NFL quarterback but does not possess the physical attributes of a starter. Fully grasps the mental side of the game and has succeeded in multiple pressure-packed situations but simply does not have the arm strength to force and NFL defense to defend the entire field. Comfortable making NFL-type reads, accurate when hitting short to intermediate targets, and capable of moving around in the pocket. However, we don't expect him to be able to hit the deep out or zip the ball into tight coverage at the next level, so McElroy carries a late Day 3 grade.",McElroy has rare intangibles. Team-first player who works tirelessly at practice and in the film room to master an offense. Can scan the field and run through his progressions. Will throw receivers open. Shows good accuracy in the short to intermediate passing game. Quick release. Good pocket mobility and drop discipline.,Does not possess the physical measurables of an NFL starting quarterback. Sub-average size coupled with less-than-adequate arm strength. Will not be able to fit the ball into tight spots down the field at the next level. Deep ball floats on him. Below average speed and not a threat to pick up yards with his legs.,Backup
2010,Sam Bradford,"The statistics are there and he has operated in a pro-style offense as a freshman. He does throw pro routes, however, he WILL get nitpicked. Matt Leinart was nitpicked. Aaron Rodgers was nitpicked. Brady Quinn was nitpicked. Bradford won’t have any challenges this season, so scouts and draftniks will find the flaws. Bradford is a top-20 pick, but don’t be shocked if he doesn’t go as high as we expect (Top 5) next April.","Good size with room to add some bulk. Peyton Manning-like accuracy. Outstanding job of anticipating routes. Solid arm strength. Capable of making all the throws. Smooth, consistent spiral. Textbook footwork and can drop back if asked. Great decision-maker since freshman year. Understands timing. Well versed in progression reads. Experienced. Very quick release. Ridiculous level of production. Sells play action. Places ball in stride of receiver. Will step up in pocket. Decent athleticism. Throws pro routes and has been under center more than given credit for in career. Strong leader and good character","Toughness really hasn’t been tested at this point in his career; never seen pass rush. Arm strength is good, but he will struggle to fit ball in tight windows if he doesn’t make very quick decisions. We really do not know if he can make throws on the run yet. Doesn’t make any jaw-dropping throws. Doesn’t have Stafford/Sanchez level of upside. Is never really forced out of pocket",Low End Starter
2010,Tim Tebow,Tebow is arguably one of the best college quarterbacks of all time. He has won a lot of games over the years as he is a perfect fit for Urban Meyer’s offensive system. He will need a lot of retraining when he gets to an NFL camp as he plays out of the shotgun formation and will need a lot of work on dropping from center and setting up in the pocket while reading coverage schemes. He has a strong arm but his accuracy has been inconsistent over the years as he often ends up throwing the ball when on the move. He is not generally real quick to pull the trigger once he decides where he wants to throw the ball.,Tebow has the size and bulk to hold up at the next level. Is a highly-competitive player. Exhibits rare character on and off the field. Is athletic enough to pick up tough yards with his legs. Was extremely productive in college. Possesses very good arm strength. Is a winning football player.,"Tebow really struggles with his accuracy. Release is far to slow to fit balls into spots against NFL defensive backs. Release point and mechanics (elongated, wind-mill delivery which comes out too low) likely need to be altered. Was not asked to run through pro-style progressions and struggled reading defenses, especially those with NFL concepts, in college.",Backup
